call_date_Month,call_date_Day,a_party_id2,b_party_id,duration,charge,abbreviation,destination_name,city,sub_service_code,destination_type,package_name,call_direction
January,6,2348139842xxx,2348148890xxx,35,4.2,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348148926xxx,15,1.8,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348148941xxx,994,119.28,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348148999xxx,72,8.64,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149014xxx,399,47.88,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149017xxx,52,6.24,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149094xxx,402,48.24,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149145xxx,230,27.6,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149271xxx,1,0.12,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149298xxx,851,102.12,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149302xxx,6,0.72,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149340xxx,755,90.6,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149368xxx,108,12.96,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149407xxx,37,4.44,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149429xxx,343,41.16,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149462xxx,47,5.64,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149639xxx,382,45.84,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149784xxx,366,43.92,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149788xxx,485,58.2,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149934xxx,136,16.32,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348149950xxx,58,6.96,DC_ZONE_45,1482,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160005xxx,107,12.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160046xxx,219,26.28,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160048xxx,398,47.76,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160065xxx,26,3.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160068xxx,161,19.32,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160080xxx,255,30.6,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160101xxx,345,41.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160115xxx,309,37.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160118xxx,175,21,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160118xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160125xxx,98,11.76,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160172xxx,148,17.76,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160183xxx,718,86.16,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160266xxx,88,10.56,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160268xxx,319,38.28,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160271xxx,314,37.68,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160299xxx,263,31.56,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160322xxx,17,2.04,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160341xxx,662,79.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160399xxx,274,32.88,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160419xxx,2,0.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160435xxx,59,7.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160449xxx,303,36.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160463xxx,16,1.92,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160510xxx,7,0.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160536xxx,203,24.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160568xxx,214,25.68,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160578xxx,269,32.28,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160603xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160623xxx,172,20.64,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160626xxx,269,32.28,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160662xxx,653,78.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160709xxx,502,60.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160830xxx,163,19.56,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160836xxx,329,39.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160870xxx,463,55.56,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160876xxx,34,4.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160880xxx,111,13.32,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160912xxx,350,42,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160923xxx,449,53.88,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160929xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348160946xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161119xxx,390,46.8,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161235xxx,370,44.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161246xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161260xxx,345,41.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161264xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161283xxx,129,15.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161295xxx,342,41.04,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161312xxx,327,39.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161315xxx,345,41.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161369xxx,184,22.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161417xxx,395,47.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161425xxx,46,5.52,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161446xxx,108,12.96,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161482xxx,190,22.8,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161565xxx,323,38.76,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161591xxx,28,3.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161630xxx,177,21.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161631xxx,366,43.92,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161699xxx,303,36.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161715xxx,287,34.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161744xxx,100,12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161759xxx,17,2.04,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161801xxx,321,38.52,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161815xxx,431,51.72,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161837xxx,160,19.2,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161838xxx,159,19.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161846xxx,59,7.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161851xxx,237,28.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348161919xxx,277,33.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162013xxx,84,10.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162051xxx,512,61.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162105xxx,417,50.04,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162158xxx,237,28.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162164xxx,15,1.8,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162191xxx,3,0.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162204xxx,424,50.88,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162213xxx,87,10.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162233xxx,378,45.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162238xxx,"1,076",129.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162256xxx,205,24.6,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162269xxx,377,45.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162273xxx,61,7.32,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162313xxx,22,2.64,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162326xxx,559,67.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162381xxx,122,14.64,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162506xxx,590,70.8,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162508xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162519xxx,13,1.56,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162545xxx,50,6,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162610xxx,26,3.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162620xxx,522,62.64,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162671xxx,440,52.8,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162686xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162691xxx,95,11.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162696xxx,54,6.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162722xxx,338,40.56,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162742xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162764xxx,14,1.68,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162822xxx,104,12.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162894xxx,203,24.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162911xxx,214,25.68,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162912xxx,306,36.72,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162915xxx,221,26.52,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162972xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348162999xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163006xxx,373,44.76,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163049xxx,45,5.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163075xxx,31,3.72,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163082xxx,440,52.8,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163101xxx,270,32.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163144xxx,6,0.72,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163232xxx,258,30.96,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163259xxx,49,5.88,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163259xxx,299,35.88,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163388xxx,770,92.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163430xxx,220,26.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163442xxx,166,19.92,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163444xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163452xxx,377,45.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163458xxx,659,79.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163500xxx,136,16.32,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163542xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163566xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163598xxx,104,12.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163648xxx,272,32.64,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163650xxx,65,7.8,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163676xxx,14,1.68,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163692xxx,641,76.92,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163818xxx,268,32.16,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163827xxx,79,9.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163835xxx,154,18.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163888xxx,325,39,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163917xxx,246,29.52,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348163928xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164011xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164056xxx,96,11.52,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164157xxx,292,35.04,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164203xxx,137,16.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164212xxx,605,72.6,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164241xxx,34,4.08,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164257xxx,195,23.4,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164270xxx,300,36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164314xxx,132,15.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164317xxx,150,18,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164334xxx,64,7.68,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164355xxx,387,46.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164357xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164400xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164419xxx,43,5.16,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164438xxx,103,12.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164457xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164484xxx,788,94.56,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164569xxx,123,14.76,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164587xxx,52,6.24,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164661xxx,251,30.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164672xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164684xxx,137,16.44,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164702xxx,74,8.88,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164702xxx,457,54.84,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164799xxx,1,0.12,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164863xxx,619,74.28,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164900xxx,104,12.48,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164909xxx,153,18.36,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348164994xxx,30,3.6,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
January,6,2348139842xxx,2348165013xxx,433,51.96,DC_ZONE_45,1718,PORT HARCOURT,DIRECTCON,Local,GREENLIGHT PCK,O
